| table_name                               | index_name                                           | column_name                |
| ---------------------------------------- | ---------------------------------------------------- | -------------------------- |
| AgentExtincteur                          | AgentExtincteur_pkey                                 | id_agt                     |
| BV                                       | BV_pkey                                              | id                         |
| alarmes                                  | alarmes_id_site_key                                  | id_site                    |
| alarmes                                  | alarmes_pkey                                         | id_alarme                  |
| alarmes                                  | idx_alarmes_site                                     | id_site                    |
| alertes_stock                            | alertes_stock_pkey                                   | id_alerte                  |
| alertes_stock                            | idx_alertes_produit                                  | id_produit                 |
| alertes_stock                            | idx_alertes_statut                                   | statut_alerte              |
| audit_equipements                        | audit_equipements_pkey                               | id_equipement              |
| audit_equipements                        | idx_audit_equipements_audit                          | id_audit                   |
| audit_log_entries                        | audit_log_entries_pkey                               | id                         |
| audit_log_entries                        | audit_logs_instance_id_idx                           | instance_id                |
| audits                                   | audits_pkey                                          | id_audit                   |
| audits                                   | idx_audits_prospect                                  | id_prospect                |
| audits                                   | idx_audits_statut                                    | statut                     |
| buckets                                  | bname                                                | name                       |
| buckets                                  | buckets_pkey                                         | id                         |
| categories_stock                         | categories_stock_pkey                                | id_categorie               |
| clients                                  | clients_code_client_key                              | code_client                |
| clients                                  | clients_pkey                                         | id_client                  |
| clients                                  | idx_clients_code                                     | code_client                |
| clients                                  | idx_clients_cp                                       | cp_client                  |
| clients                                  | idx_clients_token                                    | token                      |
| clients                                  | idx_clients_ville                                    | ville_client               |
| clients                                  | unique_client_token                                  | token                      |
| commandes_primaires_desenfumage          | commandes_primaires_desenfumage_pkey                 | id_commande_primaire       |
| commandes_primaires_desenfumage          | idx_commandes_primaires_installation                 | id_installation            |
| commandes_primaires_desenfumage          | idx_commandes_primaires_numero                       | numero_commande            |
| commandes_secondaires_desenfumage        | commandes_secondaires_desenfumage_pkey               | id_commande_secondaire     |
| commandes_secondaires_desenfumage        | idx_commandes_secondaires_installation               | id_installation            |
| commandes_secondaires_desenfumage        | idx_commandes_secondaires_numero                     | numero_commande            |
| desenfumages                             | desenfumages_pkey                                    | id_desenfumage             |
| desenfumages                             | idx_desenfumages_localisation                        | localisation_des           |
| desenfumages                             | idx_desenfumages_site                                | id_site                    |
| eclairage_catalogue                      | eclairage_catalogue_lcie_es_key                      | lcie_es                    |
| eclairage_catalogue                      | eclairage_catalogue_pkey                             | id_catalogue_es            |
| eclairages                               | eclairages_pkey                                      | id_ecl                     |
| eclairages                               | idx_eclairages_site                                  | id_site                    |
| extincteurs                              | extincteurs_pkey                                     | id_ext                     |
| extincteurs                              | idx_extincteurs_agent_ext                            | agent_ext                  |
| extincteurs                              | idx_extincteurs_site                                 | id_site                    |
| fire_extinguisher_certification_registry | fire_extinguisher_certification_registry_pkey        | id                         |
| flow_state                               | flow_state_created_at_idx                            | created_at                 |
| flow_state                               | flow_state_pkey                                      | id                         |
| flow_state                               | idx_auth_code                                        | auth_code                  |
| flow_state                               | idx_user_id_auth_method                              | user_id                    |
| flow_state                               | idx_user_id_auth_method                              | authentication_method      |
| fournisseurs                             | fournisseurs_pkey                                    | id_fournisseur             |
| identities                               | identities_email_idx                                 | email                      |
| identities                               | identities_pkey                                      | id                         |
| identities                               | identities_provider_id_provider_unique               | provider_id                |
| identities                               | identities_provider_id_provider_unique               | provider                   |
| identities                               | identities_user_id_idx                               | user_id                    |
| installations_desenfumage                | idx_installations_numero                             | numero_installation        |
| installations_desenfumage                | idx_installations_site                               | id_site                    |
| installations_desenfumage                | installations_desenfumage_pkey                       | id_installation            |
| installations_desenfumage                | unique_numero_installation_site                      | numero_installation        |
| installations_desenfumage                | unique_numero_installation_site                      | id_site                    |
| instances                                | instances_pkey                                       | id                         |
